partner,warehouse,name_nom,price_deal,product_price,,2020-01,2020-02,2020-03,2021-01,2021-02,2021-03,All
RX3,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),87.87234986227323,21.58250657142857,01,0,0,0,0,0,6,6
RX3,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),87.87234986227323,21.58250657142857,10,14,0,0,0,0,0,14
RX3,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),87.87234986227323,21.58250657142857,12,0,0,0,12,0,6,18
RX3,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),87.87234986227323,21.58250657142857,15,0,0,0,0,6,0,6
RX3,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),87.87234986227323,21.58250657142857,24,0,0,18,0,0,0,18
RX3,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),87.87234986227323,21.58250657142857,26,0,0,6,6,0,0,12
RX3,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),87.87234986227323,21.58250657142857,28,0,0,0,6,0,0,6
RX3,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),87.87234986227323,21.58250657142857,31,0,0,6,0,0,0,6
Rabbit,Большой Склад,Амортизатор кабины VOLVO (M6000518),10.7092944,19.58665592857143,01,0,0,6,0,0,0,6
Rabbit,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.252209942666666,134.92861000000002,03,28,0,0,0,0,0,28
Raccoon,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),103.74274806666669,34.741461,04,0,0,0,0,0,18,18
Raccoon,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),103.74274806666669,34.741461,11,0,0,12,0,0,0,12
Rainbow Lorikeet,Синий Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),98.93546480266669,34.741461,13,0,0,0,6,0,0,6
Rambutan,Изумрудный Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2811080386666664,134.92861000000002,17,168,0,0,0,0,0,168
Rambutan,Изумрудный Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2811080386666664,134.92861000000002,26,0,0,60,0,0,0,60
Ramo Grande,Ораньжевый склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),345.298309085193,32.03985328571429,04,0,6,0,0,0,0,6
Ramo Grande,Ораньжевый склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),345.298309085193,32.03985328571429,07,0,0,0,0,6,0,6
Ramo Grande,Ораньжевый склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),345.298309085193,32.03985328571429,09,7,0,0,0,0,0,7
Raschera,Белый cклад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.3085895613333336,134.92861000000002,26,60,0,0,0,0,0,60
Raschera,Белый cклад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.3085895613333336,134.92861000000002,31,0,0,60,0,0,0,60
Ratel,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.9611041226666666,42.75521871428572,06,0,0,0,0,0,480,480
Ratel,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.9611041226666666,42.75521871428572,17,0,0,0,0,0,480,480
Red Diamond Rattlesnake,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),89.98201304933333,21.58250657142857,05,0,6,0,0,0,0,6
Red Eye tetra,Средний Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),82.4020708,21.58250657142857,29,0,0,0,0,0,6,6
Red chili pepper,Матовый Склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),357.3473388986667,32.03985328571429,01,0,0,0,0,0,6,6
Red kangaroo,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),90.51974428666666,34.741461,27,0,0,0,150,0,0,150
Red-eyed tree frog,Большой Склад,Рамка фары черный пластик лев VOLVO о.н.20453930 (M3141232),83.70064357466667,5.737122,18,0,0,0,36,0,0,36
Redtailed hawk,Белый cклад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),106.37275811733332,21.58250657142857,10,0,0,6,0,0,0,6
Rex Begonia,Изумрудный Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),325.9791639773333,228.60458085714288,28,0,6,0,0,0,0,6
Ribbed slitshell,Средний Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.89749998,42.75521871428572,03,0,0,0,0,0,60,60
Ricotta,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8673269679999998,42.75521871428572,04,0,0,0,0,0,60,60
Ricotta,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9164820626666668,134.92861000000002,02,0,0,0,0,120,0,120
Rieska,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.2981069186666665,42.75521871428572,22,0,60,0,0,0,0,60
Ringtail,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),8.814060937333334,19.58665592857143,25,0,0,0,6,0,0,6
Rio Grande cichlid,Матовый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),92.82550070133333,21.58250657142857,04,0,6,0,0,0,0,6
Rock Hyrax,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),82.11875613333335,34.741461,05,0,0,0,0,6,0,6
Rock Hyrax,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),82.11875613333335,34.741461,12,0,0,0,0,6,0,6
Rock Rose,Ораньжевый склад,Держатель номерного знака серый пластик MERCEDES о.н.9738800025 (M3100133),263.15810304933336,13.99372085714286,21,7,0,0,0,0,0,7
Rock Rose,Ораньжевый склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),97.8520695173333,34.741461,03,0,0,0,0,12,0,12
Roque Chico de Salmor giant lizard,Средний Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.4050990893333333,42.75521871428572,03,0,0,0,0,360,0,360
Roque Chico de Salmor giant lizard,Средний Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.4050990893333333,42.75521871428572,06,0,0,0,240,0,0,240
Roque Chico de Salmor giant lizard,Средний Склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),263.285877964,32.03985328571429,28,0,6,0,0,0,0,6
Roti buaya,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),10.761495127333333,19.586655928571435,15,14,0,0,0,0,0,14
Roti buaya,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),10.761495127333333,19.586655928571435,22,7,0,0,0,0,0,7
Rough-scaled Sand Boa,Средний Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),310.9292055693333,228.60458085714285,14,14,0,0,0,0,0,14
Rough-scaled Sand Boa,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.070605241333334,134.92861000000002,11,0,0,60,0,0,0,60
Rough-scaled Sand Boa,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.070605241333334,134.92861000000002,30,0,0,0,0,0,60,60
Rouleau De Beaulieu,Матовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.164949025333333,42.75521871428572,26,0,120,0,0,0,0,120
Rubens,Изумрудный Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8438118506666668,42.75521871428572,24,0,0,0,72,0,0,72
Ryukyu kingfisher,Малый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),82.4020708,21.58250657142857,15,0,0,0,0,0,6,6
Ryukyu wood pigeon,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2159020784615384,134.92861000000002,21,7,0,0,0,0,0,7
Ryukyu wood pigeon,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2159020784615384,134.92861000000002,23,0,0,60,0,0,0,60
Ryukyu wood pigeon,Средний Склад,Барабан тормозной Volvo о.н.1584131 (M1900061),33.180538844000004,79.33316585714287,12,0,6,0,0,0,0,6
Rüppell’s Fox,Средний Склад,Амортизатор кабины VOLVO (M6000518),10.287394127438597,19.58665592857143,03,7,0,0,0,0,0,7
Rüppell’s Fox,Средний Склад,Амортизатор кабины VOLVO (M6000518),10.287394127438597,19.58665592857143,10,0,6,0,0,0,0,6
Rüppell’s Fox,Средний Склад,Амортизатор кабины VOLVO (M6000518),10.287394127438597,19.58665592857143,11,0,0,6,0,0,0,6
Saanenkaese,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.157818939555556,42.75521871428572,10,0,60,0,0,0,0,60
Saanenkaese,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.157818939555556,42.75521871428572,12,0,0,0,0,0,120,120
Saanenkaese,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.157818939555556,42.75521871428572,26,0,60,0,0,0,0,60
Saharan Silver Ant,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),10.248412265999999,19.58665592857143,01,0,0,0,0,0,6,6
Saharan Silver Ant,Зеленый Склад,Амортизатор кабины VOLVO (M6000518),10.248412265999999,19.58665592857143,19,0,0,6,0,0,0,6
Sailfin corydoras,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.006009497333334,134.92861000000002,05,0,0,0,0,120,0,120
Saint Croix macaw,Белый cклад,Амортизатор кабины VOLVO (M6000518),7.342807873333334,19.58665592857143,22,0,0,0,6,0,0,6
Saint Croix macaw,Белый cклад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8119389506666668,42.75521871428572,26,0,0,120,0,0,0,120
Saint-Marcellin,Изумрудный Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),95.15644378986669,34.741461,01,0,0,0,0,0,6,6
Saint-Marcellin,Изумрудный Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),95.15644378986669,34.741461,16,0,0,0,0,12,0,12
Saint-Marcellin,Изумрудный Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),95.15644378986669,34.741461,19,0,0,0,24,0,0,24
Saint-Marcellin,Изумрудный Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),95.15644378986669,34.741461,23,0,0,0,0,0,6,6
Saint-Marcellin,Изумрудный Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),95.15644378986669,34.741461,30,0,0,0,0,0,12,12
Saint-Marcellin,Изумрудный Склад,Рамка фары черный пластик лев VOLVO о.н.20453930 (M3141232),80.49026342933333,5.737122,19,0,0,0,0,18,0,18
Salado shiner,Зеленый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),292.2283127093333,228.60458085714288,25,0,0,0,0,6,0,6
Salmo pallaryi,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.126347402,134.92861000000002,03,0,12,0,0,0,0,12
Salmo pallaryi,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.126347402,134.92861000000002,27,60,0,0,0,0,0,60
Salt and pepper catfish,Ораньжевый склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),97.8520695173333,34.741461,13,0,0,0,24,0,0,24
San Martin pygmy salamander,Большой Склад,Рамка фары черный пластик лев VOLVO о.н.20453930 (M3141232),80.77216152266668,5.737122,20,0,0,0,36,0,0,36
Sand Dune Cat,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),99.06083154266668,34.741461,20,0,24,0,0,0,0,24
Santa Cruz,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0859042333333337,134.92861000000002,11,0,0,0,0,0,60,60
Scallop,Синий Склад,Амортизатор кабины VOLVO (M6000518),10.131615794666669,19.586655928571435,18,7,0,0,0,0,0,7
Scamorza,Розовый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),99.13180186666666,34.741461,19,0,0,0,0,12,0,12
Schabzieger,Белый cклад,Амортизатор кабины VOLVO (M6000519),140.5207196245614,14.403515285714287,05,0,0,0,0,0,6,6
Schabzieger,Белый cклад,Амортизатор кабины VOLVO (M6000519),140.5207196245614,14.403515285714287,21,7,0,0,0,0,0,7
Schabzieger,Белый cклад,Амортизатор кабины VOLVO (M6000519),140.5207196245614,14.403515285714287,27,0,0,6,0,0,0,6
Schlichter Schwarzrücken-Panzerwels,Синий Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.2862077026666667,134.92861000000002,23,35,0,0,0,0,0,35
